订单号,交易流水号,刷卡时间,交易金额(元),线路号,车辆编号,票价(元)
U17B00332201802262034249436,203424248210,2018/2/26 20:34:24,1.00,40,1506,1.00
U17B00790201802262034231622,203424247652,2018/2/26 20:34:23,1.00,17,1157,1.00
U17C00830201802262033190071,,2018/2/26 20:33:19,0.00,19,3085,2.00
U17B00332201802262034264820,203427247476,2018/2/26 20:34:26,1.00,40,1506,1.00
U17B00496201802262034256858,203426243189,2018/2/26 20:34:25,2.00,69,2441,2.00
U17A00490201802262034255954,203426245513,2018/2/26 20:34:25,2.00,39,1446,2.00
U17A01204201802262034276590,203427244383,2018/2/26 20:34:27,2.00,10,1403,2.00
U17A01041201802262034293188,203430247478,2018/2/26 20:34:29,2.00,801,2024,2.00
U17B00252201802262034319892,203432245130,2018/2/26 20:34:31,2.00,321,1935,2.00
U17A01041201802262034329602,203433243973,2018/2/26 20:34:32,2.00,801,2024,2.00
U17A00490201802262034381139,203440245905,2018/2/26 20:34:38,2.00,39,1446,2.00
U17B00675201802262034411602,203442245132,2018/2/26 20:34:41,1.00,3,761,1.00
U17A01204201802262034466656,203447245135,2018/2/26 20:34:46,2.00,10,1403,2.00
U17501281201802262034510132,203451244189,2018/2/26 20:34:51,1.00,35,785,1.00
U17501037201802262034540121,203454246690,2018/2/26 20:34:54,2.00,59,2080,2.00
U17B00675201802262034555254,203456247657,2018/2/26 20:34:55,1.00,3,761,1.00
U17B00743201802262034570207,203458244571,2018/2/26 20:34:57,1.00,46,2286,1.00
U17501037201802262034570727,203458246900,2018/2/26 20:34:57,2.00,59,2080,2.00
U17A01098201802262035036398,203504247841,2018/2/26 20:35:03,2.00,74,1605,2.00
U17900710201802262035040073,203504243779,2018/2/26 20:35:04,1.00,10,1407,2.00
U17A01243201802262035031352,203504246901,2018/2/26 20:35:03,2.00,6,1478,2.00
U17900710201802262035050074,203506244573,2018/2/26 20:35:05,1.00,10,1407,2.00
U17B00467201802262035049128,203505243780,2018/2/26 20:35:04,2.00,44,2131,2.00
U17B00543201802262035040089,203505245347,2018/2/26 20:35:04,1.00,75,1334,1.00
U17B00402201802262035095726,203509246509,2018/2/26 20:35:09,2.00,59,2095,2.00
U17501037201802262035090074,203510245522,2018/2/26 20:35:09,1.00,59,2080,2.00
U17B00467201802262035089550,203509247659,2018/2/26 20:35:08,2.00,44,2131,2.00
U17A01243201802262035127722,203512242994,2018/2/26 20:35:12,2.00,6,1478,2.00
U17B00402201802262035129104,203512246296,2018/2/26 20:35:12,2.00,59,2095,2.00
U17B00754201802262035126796,203513247104,2018/2/26 20:35:12,1.00,6,1493,1.00
U17A01098201802262035132516,203514246100,2018/2/26 20:35:13,2.00,74,1605,2.00
U17B00223201802262035127298,203513244195,2018/2/26 20:35:12,2.00,27,844,2.00
U17B00375201802262035132556,203514244196,2018/2/26 20:35:13,1.00,13,677,1.00
U17501037201802262035140075,203515244761,2018/2/26 20:35:14,1.00,59,2080,2.00
U17B00467201802262035120105,203513244393,2018/2/26 20:35:12,1.00,44,2131,2.00
U17B00821201802262035143672,203516246101,2018/2/26 20:35:14,2.00,69,2443,2.00
U17C00830201802262035160073,203515246695,2018/2/26 20:35:16,1.00,19,3085,2.00
U17B00467201802262035150106,203517246696,2018/2/26 20:35:15,1.00,44,2131,2.00
U17A00176201802262035182918,203518247106,2018/2/26 20:35:18,1.00,3,772,1.00
U17A00464201802262035181864,203520244967,2018/2/26 20:35:18,2.00,39,1438,2.00
U17B00692201802262035196502,203519245524,2018/2/26 20:35:19,1.00,35,753,1.00
U17B00821201802262035172244,203519242997,2018/2/26 20:35:17,2.00,69,2443,2.00
U17A01098201802262035204102,203520247296,2018/2/26 20:35:20,2.00,74,1605,2.00
U17B00223201802262035195664,203520243985,2018/2/26 20:35:19,2.00,27,844,2.00
U17A01243201802262035215110,203522246699,2018/2/26 20:35:21,2.00,6,1478,2.00
U17B00219201802262035202160,203521247483,2018/2/26 20:35:20,2.00,321,1198,2.00
U17B00692201802262035238902,203523246104,2018/2/26 20:35:23,1.00,35,753,1.00
U17B00821201802262035221272,203523247665,2018/2/26 20:35:22,2.00,69,2443,2.00
U17C01235201802262035236260,203523248214,2018/2/26 20:35:23,2.00,33,3101,2.00
U17900380201802262035264102,203527247298,2018/2/26 20:35:26,2.00,1,820,2.00
U17B00692201802262035288524,203528248413,2018/2/26 20:35:28,1.00,35,753,1.00
U17C00830201802262035260074,203525243986,2018/2/26 20:35:26,2.00,19,3085,2.00
U17A00487201802262035277956,203528246300,2018/2/26 20:35:27,2.00,39,1452,2.00
U17C00830201802262035294374,203528245526,2018/2/26 20:35:29,2.00,19,3085,2.00
U17B00644201802262035260106,203529248215,2018/2/26 20:35:26,0.50,80,683,1.00
U17B00644201802262035300107,203533245142,2018/2/26 20:35:30,0.50,80,683,1.00
U17900380201802262035346802,203535244577,2018/2/26 20:35:34,2.00,1,820,2.00
U17900380201802262035379068,203538243784,2018/2/26 20:35:37,2.00,1,820,2.00
U17B00282201802262035370074,203538248216,2018/2/26 20:35:37,1.00,807,2434,2.00
U17C00830201802262035400075,203540247110,2018/2/26 20:35:40,2.00,19,3085,2.00
U17400042201802262035399938,203541247845,2018/2/26 20:35:39,2.00,38,2072,2.00
U17900380201802262035406750,203541245144,2018/2/26 20:35:40,2.00,1,820,2.00
U17700036201802262035395514,203542247112,2018/2/26 20:35:39,2.00,40,1638,2.00
U17B00661201802262035413882,203543248418,2018/2/26 20:35:41,2.00,27,2059,2.00
U17400042201802262035428046,203545249603,2018/2/26 20:35:42,2.00,38,2072,2.00
U17700036201802262035423770,203545245145,2018/2/26 20:35:42,2.00,40,1638,2.00
U17A00490201802262035447736,203545248419,2018/2/26 20:35:44,2.00,39,1446,2.00
U17B00736201802262035466606,203544248615,2018/2/26 20:35:46,2.00,801,2151,2.00
U17400042201802262035457690,203547245349,2018/2/26 20:35:45,2.00,38,2072,2.00
U17A00393201802262035485688,203548247846,2018/2/26 20:35:48,2.00,6,1475,2.00
U17B00720201802262035519890,203550245733,2018/2/26 20:35:51,1.00,3,768,1.00
U17B00448201802262035498004,203550247300,2018/2/26 20:35:49,2.00,4,1614,2.00
U17A00313201802262035518356,203552244767,2018/2/26 20:35:51,2.00,6,1474,2.00
U17B00448201802262035516466,203552249215,2018/2/26 20:35:51,2.00,4,1614,2.00
U17B00559201802262035541546,203555249605,2018/2/26 20:35:54,2.00,5,2039,2.00
U17B00776201802262035552166,203555248617,2018/2/26 20:35:55,1.00,3,767,1.00
U17B00448201802262035562758,203557249803,2018/2/26 20:35:56,2.00,4,1614,2.00
U17A00487201802262035565380,203558250000,2018/2/26 20:35:56,2.00,39,1452,2.00
U17A00313201802262035596508,203559247669,2018/2/26 20:35:59,2.00,6,1474,2.00
U17B00754201802262035580288,203559247115,2018/2/26 20:35:58,1.00,6,1493,1.00
U17B00448201802262035584888,203559246706,2018/2/26 20:35:58,2.00,4,1614,2.00
U17A00393201802262036018508,203601249019,2018/2/26 20:36:01,2.00,6,1475,2.00
U17B00559201802262036019520,203601243787,2018/2/26 20:36:01,2.00,5,2039,2.00
U17A00313201802262036012038,203602249805,2018/2/26 20:36:01,2.00,6,1474,2.00
U17B00720201802262036035255,203602246515,2018/2/26 20:36:03,1.00,3,768,1.00
U17B00326201802262036034674,203604244971,2018/2/26 20:36:03,2.00,4,1611,2.00
U17601180201802262036098846,203607248024,2018/2/26 20:36:09,1.00,35,789,1.00
U17900102201802262036060852,203607248221,2018/2/26 20:36:06,2.00,10,1424,2.00
U17B00341201802262036065568,203608244769,2018/2/26 20:36:06,2.00,4,1624,2.00
U17A00313201802262036095686,203609248620,2018/2/26 20:36:09,2.00,6,1474,2.00
U17A00393201802262036081646,203609243998,2018/2/26 20:36:08,2.00,6,1475,2.00
U17B00665201802262036081746,203610248823,2018/2/26 20:36:08,1.00,12,1118,1.00
U17B00768201802262036086816,203609247851,2018/2/26 20:36:08,1.00,3,764,1.00
U17601180201802262036120646,203610246307,2018/2/26 20:36:12,1.00,35,789,1.00
U17B00326201802262036091046,203610247301,2018/2/26 20:36:09,2.00,4,1611,2.00
U17B00768201802262036110698,203611245922,2018/2/26 20:36:11,1.00,3,764,1.00
U17A00393201802262036130788,203613249808,2018/2/26 20:36:13,2.00,6,1475,2.00
U17900102201802262036146582,203614249220,2018/2/26 20:36:14,2.00,10,1424,2.00
U17B00341201802262036139978,203615245923,2018/2/26 20:36:13,2.00,4,1624,2.00
U17A00313201802262036163844,203617249409,2018/2/26 20:36:16,2.00,6,1474,2.00
U17B00326201802262036160444,203617247302,2018/2/26 20:36:16,2.00,4,1611,2.00
U17B00611201802262036182938,203619243398,2018/2/26 20:36:18,2.00,8,2052,2.00
U17B00834201802262036197378,203620244583,2018/2/26 20:36:19,1.00,58,1508,1.00
U17C01276201802262036230703,203623247674,2018/2/26 20:36:23,2.00,19,3097,2.00
U17B00326201802262036231510,203624247852,2018/2/26 20:36:23,2.00,4,1611,2.00
U17A00430201802262036246953,203625248027,2018/2/26 20:36:24,2.00,102,643,2.00
U17900665201802262036266732,203626247303,2018/2/26 20:36:26,2.00,10,1418,2.00
U17B00252201802262036272628,203628247304,2018/2/26 20:36:27,2.00,321,1935,2.00
U17900076201802262036297660,203630249811,2018/2/26 20:36:29,2.00,36,1640,2.00
U17900076201802262036323250,203633245152,2018/2/26 20:36:32,2.00,36,1640,2.00
U17801935201802262036358830,203635247127,2018/2/26 20:36:35,1.00,35,787,1.00
U17000002201802262036377366,203636249224,2018/2/26 20:36:37,1.00,35,791,1.00
U17B00157201802262036346226,203635250204,2018/2/26 20:36:34,2.00,5,859,2.00
U17900076201802262036350093,203636249612,2018/2/26 20:36:35,1.00,36,1640,2.00
U17B00358201802262036348994,203636246312,2018/2/26 20:36:34,2.00,4,1620,2.00
U17C01235201802262036362028,203636246916,2018/2/26 20:36:36,2.00,33,3101,2.00
U17A00430201802262036360484,203637249413,2018/2/26 20:36:36,2.00,102,643,2.00
U17B00467201802262036404734,203642248429,2018/2/26 20:36:40,2.00,44,2131,2.00
U17B00467201802262036438960,203644243792,2018/2/26 20:36:43,2.00,44,2131,2.00
U17B00821201802262036436180,203645249414,2018/2/26 20:36:43,2.00,69,2443,2.00
U17B00661201802262036453420,203647244978,2018/2/26 20:36:45,2.00,27,2059,2.00
U17A00813201802262036475638,203647246522,2018/2/26 20:36:47,2.00,801,2026,2.00
U17B00445201802262036473744,203647247495,2018/2/26 20:36:47,1.00,46,2283,1.00
U17A01204201802262036481776,203649247309,2018/2/26 20:36:48,2.00,10,1403,2.00
U17900665201802262036514020,203651248031,2018/2/26 20:36:51,2.00,10,1418,2.00
U17B00749201802262036491812,203651248829,2018/2/26 20:36:49,2.00,13,2009,2.00
U17900102201802262036523368,203653249617,2018/2/26 20:36:52,2.00,10,1424,2.00
U17A01180201802262036500005,203652245362,2018/2/26 20:36:50,1.00,102,645,2.00
U17400073201802262036540592,203654245156,2018/2/26 20:36:54,1.00,43,1913,1.00
U17A01204201802262036550788,203656247310,2018/2/26 20:36:55,2.00,10,1403,2.00
U17B00453201802262036586258,203659248623,2018/2/26 20:36:58,1.00,43,912,1.00
U17B00786201802262037023066,203702245157,2018/2/26 20:37:02,1.00,3,778,1.00
U17B00453201802262037014462,203703246525,2018/2/26 20:37:01,1.00,43,912,1.00
U17B00857201802262037057012,203705248627,2018/2/26 20:37:05,2.00,36,1466,2.00
U17C00924201802262037075852,203705247497,2018/2/26 20:37:07,2.00,11,3072,2.00
U17B00808201802262037090910,203711245746,2018/2/26 20:37:09,1.00,80,686,1.00
U17A00426201802262037122514,203712246717,2018/2/26 20:37:12,2.00,6,1473,2.00
U17A01204201802262037127665,203713247858,2018/2/26 20:37:12,2.00,10,1403,2.00
U17B00808201802262037121267,203714249227,2018/2/26 20:37:12,1.00,80,686,1.00
U17803094201802262037156864,203715246319,2018/2/26 20:37:15,2.00,38,2075,2.00
U17A00490201802262037140558,203715249228,2018/2/26 20:37:14,2.00,39,1446,2.00
U17A00407201802262037183278,203717245542,2018/2/26 20:37:18,2.00,36,1459,2.00
U17A00490201802262037177930,203718246719,2018/2/26 20:37:17,2.00,39,1446,2.00
U17C01425201802262037208166,203720244776,2018/2/26 20:37:20,2.00,33,3107,2.00
U17A00464201802262037199121,203721249026,2018/2/26 20:37:19,2.00,39,1438,2.00
U17A00407201802262037255220,203724246321,2018/2/26 20:37:25,2.00,36,1459,2.00
U17A00490201802262037230904,203724248630,2018/2/26 20:37:23,2.00,39,1446,2.00
U17B00633201802262037256820,203727249230,2018/2/26 20:37:25,2.00,40,1633,2.00
U17A00490201802262037269134,203727246322,2018/2/26 20:37:26,2.00,39,1446,2.00
U17900309201802262037327796,203732249234,2018/2/26 20:37:32,2.00,10,1405,2.00
U17B00675201802262037310676,203732244777,2018/2/26 20:37:31,1.00,3,761,1.00
U17B00252201802262037316620,203732244778,2018/2/26 20:37:31,2.00,321,1935,2.00
U17A00490201802262037343292,203735244592,2018/2/26 20:37:34,2.00,39,1446,2.00
U17A01243201802262037350736,203736248631,2018/2/26 20:37:35,2.00,6,1478,2.00
U17A00389201802262037355156,203736250212,2018/2/26 20:37:35,2.00,39,1447,2.00
U17A00490201802262037365994,203737248036,2018/2/26 20:37:36,2.00,39,1446,2.00
U17A00381201802262037397176,203740247316,2018/2/26 20:37:39,2.00,39,1445,2.00
U17A00381201802262037410958,203742247686,2018/2/26 20:37:41,2.00,39,1445,2.00
U17A01243201802262037403634,203741248037,2018/2/26 20:37:40,2.00,6,1478,2.00
U17B00675201802262037391888,203739245546,2018/2/26 20:37:39,1.00,3,761,1.00
U17900309201802262037431480,203742244984,2018/2/26 20:37:43,2.00,10,1405,2.00
U17B00749201802262037440047,203745245366,2018/2/26 20:37:44,1.00,13,2009,2.00
U17B00136201802262037470007,203747243799,2018/2/26 20:37:47,1.00,321,1200,2.00
U17B00346201802262037477211,203748250410,2018/2/26 20:37:47,2.00,4,1621,2.00
U17B00703201802262037476850,203748246536,2018/2/26 20:37:47,2.00,y2,632,2.00
U17A00487201802262037489278,203749246537,2018/2/26 20:37:48,2.00,39,1452,2.00
U17B00497201802262037493986,203750249237,2018/2/26 20:37:49,2.00,38,2084,2.00
U17B00435201802262037518108,203752244782,2018/2/26 20:37:51,2.00,44,2105,2.00
U17B00834201802262037512152,203752247318,2018/2/26 20:37:51,1.00,58,1508,1.00
U17B00282201802262037540620,203755244595,2018/2/26 20:37:54,2.00,807,2434,2.00
U17B00435201802262037549091,203755250411,2018/2/26 20:37:54,2.00,44,2105,2.00
U17A01243201802262037563660,203757248441,2018/2/26 20:37:56,2.00,6,1478,2.00
U17B00825201802262037580061,203759248442,2018/2/26 20:37:58,0.50,12,1108,1.00
U17B00834201802262037589656,203759250020,2018/2/26 20:37:58,1.00,58,1508,1.00
U17B00857201802262037596278,203800247320,2018/2/26 20:37:59,2.00,36,1466,2.00
U17A00401201802262037593802,203800247690,2018/2/26 20:37:59,2.00,1,829,2.00
U17B00435201802262037597008,203800249423,2018/2/26 20:37:59,2.00,44,2105,2.00
U17900050201802262038001632,203801247138,2018/2/26 20:38:00,2.00,6,1471,2.00
U17900734201802262038023864,203803247872,2018/2/26 20:38:02,2.00,36,1467,2.00
U17A00401201802262038035560,203804244783,2018/2/26 20:38:03,2.00,1,829,2.00
U17B00429201802262038027128,203803244990,2018/2/26 20:38:02,2.00,4,1625,2.00
U17B00834201802262038041882,203805244991,2018/2/26 20:38:04,1.00,58,1508,1.00
U17B00245201802262038065438,203807246726,2018/2/26 20:38:06,2.00,102,670,2.00
U17B00467201802262038050107,203806249426,2018/2/26 20:38:05,0.01,44,2131,2.00
U17B00341201802262038055910,203807245552,2018/2/26 20:38:05,2.00,4,1624,2.00
U17B00467201802262038062224,203808249241,2018/2/26 20:38:06,2.00,44,2131,2.00
U17B00245201802262038108456,203811247141,2018/2/26 20:38:10,2.00,102,670,2.00
U17A00401201802262038095534,203811247506,2018/2/26 20:38:09,2.00,1,829,2.00
U17B00341201802262038102236,203811250603,2018/2/26 20:38:10,2.00,4,1624,2.00
U17B00665201802262038092450,203810246934,2018/2/26 20:38:09,1.00,12,1118,1.00
U17900309201802262038158314,203815247874,2018/2/26 20:38:15,2.00,10,1405,2.00
U17900734201802262038142330,203814250415,2018/2/26 20:38:14,2.00,36,1467,2.00
U17B00341201802262038141828,203815249242,2018/2/26 20:38:14,2.00,4,1624,2.00
U17A01243201802262038177910,203818248044,2018/2/26 20:38:17,2.00,6,1478,2.00
U17B00252201802262038159200,203816247508,2018/2/26 20:38:15,2.00,321,1935,2.00
U17900734201802262038180118,203818250606,2018/2/26 20:38:18,1.00,36,1467,2.00
U17B00341201802262038168556,203818249428,2018/2/26 20:38:16,2.00,4,1624,2.00
U17B00219201802262038185431,203819245168,2018/2/26 20:38:18,2.00,321,1198,2.00
U17B00223201802262038193996,203820244995,2018/2/26 20:38:19,2.00,27,844,2.00
U17B00665201802262038199310,203820244785,2018/2/26 20:38:19,1.00,12,1118,1.00
U17B00840201802262038204854,203820248635,2018/2/26 20:38:20,1.00,3,775,1.00
U17B00358201802262038202740,203822250417,2018/2/26 20:38:20,2.00,4,1620,2.00
U17B00467201802262038192974,203820245553,2018/2/26 20:38:19,2.00,44,2131,2.00
U17B00341201802262038235824,203825246935,2018/2/26 20:38:23,2.00,4,1624,2.00
U17B00157201802262038241516,203826248838,2018/2/26 20:38:24,2.00,5,859,2.00
U17900309201802262038261710,203826244996,2018/2/26 20:38:26,2.00,10,1405,2.00
U17B00341201802262038250902,203827250609,2018/2/26 20:38:25,2.00,4,1624,2.00
U17900309201802262038299888,203829248046,2018/2/26 20:38:29,2.00,10,1405,2.00
U17A01180201802262038307319,203831248447,2018/2/26 20:38:30,2.00,102,645,2.00
U17C01094201802262038311872,203832250611,2018/2/26 20:38:31,2.00,19,3095,2.00
U17B00665201802262038314814,203832247876,2018/2/26 20:38:31,1.00,12,1118,1.00
U17900734201802262038345222,203834246129,2018/2/26 20:38:34,2.00,36,1467,2.00
U17A00241201802262038330091,203834245554,2018/2/26 20:38:33,0.50,3,766,1.00
U17B00360201802262038334298,203834245171,2018/2/26 20:38:33,1.00,3,754,1.00
U17900734201802262038401180,203840247698,2018/2/26 20:38:40,2.00,36,1467,2.00
U17B00611201802262038494650,203850247881,2018/2/26 20:38:49,2.00,8,2052,2.00
U17B00822201802262039009410,203900247146,2018/2/26 20:39:00,1.00,12,1111,1.00
U17A00389201802262039039232,203904246939,2018/2/26 20:39:03,2.00,39,1447,2.00
U17B00435201802262039077364,203908249438,2018/2/26 20:39:07,2.00,44,2105,2.00
U17B00274201802262039107044,203911246339,2018/2/26 20:39:10,2.00,38,2089,2.00
U17A00487201802262039101474,203912248053,2018/2/26 20:39:10,2.00,39,1452,2.00
U17B00768201802262039098241,203910251002,2018/2/26 20:39:09,1.00,3,764,1.00
U17B00764201802262039113302,203912250618,2018/2/26 20:39:11,2.00,2,2152,2.00
U17B00822201802262039140638,203913251004,2018/2/26 20:39:14,1.00,12,1111,1.00
U17B00698201802262039147688,203914248241,2018/2/26 20:39:14,2.00,74,1608,2.00
U17B00768201802262039141549,203914249844,2018/2/26 20:39:14,1.00,3,764,1.00
U17900380201802262039142582,203915244792,2018/2/26 20:39:14,2.00,1,820,2.00
U17B00786201802262039186446,203918246134,2018/2/26 20:39:18,1.00,3,778,1.00
U17B00822201802262039196516,203919247148,2018/2/26 20:39:19,1.00,12,1111,1.00
U17B00825201802262039180838,203919248457,2018/2/26 20:39:18,1.00,12,1108,1.00
U17A00487201802262039192770,203920251005,2018/2/26 20:39:19,2.00,39,1452,2.00
U17B00274201802262039202324,203921245381,2018/2/26 20:39:20,2.00,38,2089,2.00
U17B00822201802262039205244,203920247884,2018/2/26 20:39:20,1.00,12,1111,1.00
U17900710201802262039237888,203924250808,2018/2/26 20:39:23,2.00,10,1407,2.00
U17501022201802262039254414,203926250810,2018/2/26 20:39:25,2.00,60,831,2.00
U17601180201802262039320055,203930249439,2018/2/26 20:39:32,0.01,35,789,1.00
U17601180201802262039341448,203932246135,2018/2/26 20:39:34,1.00,35,789,1.00
U17B00786201802262039316600,203931249250,2018/2/26 20:39:31,1.00,3,778,1.00
U17C01276201802262039335900,203933246943,2018/2/26 20:39:33,2.00,19,3097,2.00
U17501281201802262039341022,203934248646,2018/2/26 20:39:34,1.00,35,785,1.00
U17C00830201802262039355270,203934244795,2018/2/26 20:39:35,2.00,19,3085,2.00
U17B00823201802262039360176,203938246739,2018/2/26 20:39:36,1.00,39,1435,2.00
U17C01235201802262039376108,203937247887,2018/2/26 20:39:37,2.00,33,3101,2.00
U17C01276201802262039384752,203937248055,2018/2/26 20:39:38,2.00,19,3097,2.00
U17B00823201802262039377070,203939245179,2018/2/26 20:39:37,2.00,39,1435,2.00
U17B00252201802262039397264,203939247705,2018/2/26 20:39:39,2.00,321,1935,2.00
U17900309201802262039400072,203940247888,2018/2/26 20:39:40,0.01,10,1405,2.00
U17C00830201802262039408576,203940249044,2018/2/26 20:39:40,2.00,19,3085,2.00
U17B00245201802262039428030,203942250435,2018/2/26 20:39:42,2.00,102,670,2.00
U17C01235201802262039425896,203942250813,2018/2/26 20:39:42,2.00,33,3101,2.00
U17C00830201802262039435750,203943251011,2018/2/26 20:39:43,2.00,19,3085,2.00
U17501281201802262039443420,203944249848,2018/2/26 20:39:44,1.00,35,785,1.00
U17C01425201802262039451224,203945250436,2018/2/26 20:39:45,2.00,33,3107,2.00
U17C00830201802262039465634,203946248251,2018/2/26 20:39:46,2.00,19,3085,2.00
U17900633201802262039455232,203947248056,2018/2/26 20:39:45,2.00,10,1423,2.00
U17A00490201802262039476242,203948245387,2018/2/26 20:39:47,2.00,39,1446,2.00
U17B00823201802262039468302,203948246137,2018/2/26 20:39:46,2.00,39,1435,2.00
U17C00830201802262039504488,203949246138,2018/2/26 20:39:50,2.00,19,3085,2.00
U17A00407201802262039503316,203950249849,2018/2/26 20:39:50,2.00,36,1459,2.00
U17501281201802262039504366,203950249850,2018/2/26 20:39:50,1.00,35,785,1.00
U17B00873201802262039515112,203952247710,2018/2/26 20:39:51,1.00,52,1164,1.00
U17C00830201802262039526660,203952247891,2018/2/26 20:39:52,2.00,19,3085,2.00
U17C00830201802262039554876,203954245961,2018/2/26 20:39:55,2.00,19,3085,2.00
U17C01425201802262039553014,203955248462,2018/2/26 20:39:55,2.00,33,3107,2.00
U17B00703201802262039567810,203957250438,2018/2/26 20:39:56,2.00,y2,632,2.00
U17A00430201802262039585346,203959247519,2018/2/26 20:39:58,2.00,102,643,2.00
U17B00282201802262039574002,203959245392,2018/2/26 20:39:57,2.00,807,2434,2.00
U17B00575201802262039597072,203959251013,2018/2/26 20:39:59,2.00,20,2101,2.00
U17B00754201802262039587798,203959248846,2018/2/26 20:39:58,1.00,6,1493,1.00
U17C01425201802262039595340,203959245391,2018/2/26 20:39:59,2.00,33,3107,2.00
U17B00675201802262039594834,204000247330,2018/2/26 20:39:59,1.00,3,761,1.00
U17C00830201802262040010326,204000248847,2018/2/26 20:40:01,2.00,19,3085,2.00
U17B00282201802262040002816,204001245393,2018/2/26 20:40:00,2.00,807,2434,2.00
U17B00834201802262040026368,204003250819,2018/2/26 20:40:02,1.00,58,1508,1.00
U17A00464201802262040029004,204004246945,2018/2/26 20:40:02,2.00,39,1438,2.00
U17B00245201802262040077866,204007246947,2018/2/26 20:40:07,2.00,102,670,2.00
U17B00823201802262040068398,204007246351,2018/2/26 20:40:06,2.00,39,1435,2.00
U17A00407201802262040101320,204009245398,2018/2/26 20:40:10,2.00,36,1459,2.00
U17B00823201802262040138890,204015251400,2018/2/26 20:40:13,2.00,39,1435,2.00
U17900427201802262040123904,204015245967,2018/2/26 20:40:12,2.00,39,1454,2.00
U17A00426201802262040147590,204015250445,2018/2/26 20:40:14,2.00,6,1473,2.00
U17B00282201802262040152294,204016250036,2018/2/26 20:40:15,2.00,807,2434,2.00
U17B00497201802262040153206,204016246949,2018/2/26 20:40:15,2.00,38,2084,2.00
U17900633201802262040165610,204018250239,2018/2/26 20:40:16,2.00,10,1423,2.00
U17900665201802262040160089,204016250238,2018/2/26 20:40:16,1.00,10,1418,2.00
U17A00464201802262040164142,204018247334,2018/2/26 20:40:16,2.00,39,1438,2.00
U17A01243201802262040205404,204021245577,2018/2/26 20:40:20,2.00,6,1478,2.00
U17B00282201802262040226644,204024250624,2018/2/26 20:40:22,2.00,807,2434,2.00
U17803094201802262040269244,204025246951,2018/2/26 20:40:26,2.00,38,2075,2.00
U17900665201802262040269736,204026250240,2018/2/26 20:40:26,2.00,10,1418,2.00
U17B00245201802262040256819,204026246142,2018/2/26 20:40:25,2.00,102,670,2.00
U17B00497201802262040241141,204025247522,2018/2/26 20:40:24,2.00,38,2084,2.00
U17C01065201802262040288988,204026250824,2018/2/26 20:40:28,2.00,51,3109,2.00
U17900076201802262040277596,204028246952,2018/2/26 20:40:27,2.00,36,1640,2.00
U17A00401201802262040261830,204027247896,2018/2/26 20:40:26,2.00,1,829,2.00
U17A00426201802262040295234,204030247335,2018/2/26 20:40:29,2.00,6,1473,2.00
U17B00692201802262040308818,204030251021,2018/2/26 20:40:30,1.00,35,753,1.00
U17B00157201802262040305113,204031249448,2018/2/26 20:40:30,2.00,5,859,2.00
U17000012201802262040321220,204032251204,2018/2/26 20:40:32,2.00,y36,1240,2.00
U17B00846201802262040320002,204033246954,2018/2/26 20:40:32,0.50,58,1486,1.00
U17A00426201802262040339362,204033250039,2018/2/26 20:40:33,2.00,6,1473,2.00
U17B00341201802262040333238,204034250241,2018/2/26 20:40:33,2.00,4,1624,2.00
U17900734201802262040361108,204036246565,2018/2/26 20:40:36,2.00,36,1467,2.00
U17A00401201802262040363632,204037245581,2018/2/26 20:40:36,2.00,1,829,2.00
U17B00341201802262040390326,204040250452,2018/2/26 20:40:39,2.00,4,1624,2.00
U17C00924201802262040426062,204041249261,2018/2/26 20:40:42,2.00,11,3072,2.00
U17B00497201802262040413072,204042245774,2018/2/26 20:40:41,2.00,38,2084,2.00
U17B00497201802262040437240,204044249053,2018/2/26 20:40:43,2.00,38,2084,2.00
U17A00490201802262040441300,204045249648,2018/2/26 20:40:44,2.00,39,1446,2.00
U17900078201802262040478506,204047248856,2018/2/26 20:40:47,2.00,39,1457,2.00
U17C00924201802262040495668,204047248857,2018/2/26 20:40:49,2.00,11,3072,2.00
U17000012201802262040493846,204049251207,2018/2/26 20:40:49,2.00,y36,1240,2.00
U17900078201802262040501102,204050248260,2018/2/26 20:40:50,2.00,39,1457,2.00
U17A00490201802262040496886,204050251208,2018/2/26 20:40:49,2.00,39,1446,2.00
U17B00435201802262040496082,204050249054,2018/2/26 20:40:49,2.00,44,2105,2.00
U17B00252201802262040545522,204054248472,2018/2/26 20:40:54,2.00,321,1935,2.00
U17A00945201802262040560872,204056246145,2018/2/26 20:40:56,1.00,46,2284,1.00
U17B00479201802262040533346,204055250043,2018/2/26 20:40:53,2.00,8,2055,2.00
U17A00490201802262040572668,204058247525,2018/2/26 20:40:57,2.00,39,1446,2.00
U17A00490201802262040592164,204100246357,2018/2/26 20:40:59,2.00,39,1446,2.00
U17C00924201802262041039944,204102249056,2018/2/26 20:41:03,2.00,11,3072,2.00
U17A00381201802262041025604,204102248859,2018/2/26 20:41:02,2.00,39,1445,2.00
U17A00464201802262041033932,204104250248,2018/2/26 20:41:03,2.00,39,1438,2.00
U17B00479201802262041014984,204104249262,2018/2/26 20:41:01,2.00,8,2055,2.00
U17B00546201802262041058680,204106247901,2018/2/26 20:41:05,1.00,48,1379,1.00
U17C00924201802262041090054,204107246570,2018/2/26 20:41:09,2.00,11,3072,2.00
U17A00487201802262041076110,204109249454,2018/2/26 20:41:07,2.00,39,1452,2.00
